Tahun Registrasi,Provinsi,Kota/Kabupaten,Tipe Kendaraan,Brand,Model,Estimasi Harga (Rp),Jarak Tempuh (km),Penerima Subsidi
2025,Jawa Barat,Bandung,Motor Listrik (R2),Polytron,Fox S,38000000,76,Ya
2025,Jawa Timur,Lainnya,Mobil Listrik (R4),BYD,Dolphin,567000000,591,Tidak
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,401,19000000,129,Ya
2024,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),MG,MG ZS EV,943000000,428,Tidak
2021,Banten,Tangerang Selatan,Mobil Listrik (R4),Wuling,Air EV,255000000,323,Tidak
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,40000000,74,Ya
2023,Bali,Kota/Kabupaten Lain,Mobil Listrik (R4),MG,MG ZS EV,477000000,336,Tidak
2024,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,Air EV,363000000,385,Ya
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Yadea,E8s Pro,45000000,106,Ya
2022,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,BinguoEV,193000000,267,Tidak
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Polytron,Fox S,26000000,93,Ya
2024,Jawa Timur,Lainnya,Motor Listrik (R2),Alva,Cervo,18000000,89,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox S,44000000,88,Ya
2021,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,T9,35000000,119,Tidak
2024,Bali,Kota/Kabupaten Lain,Mobil Listrik (R4),Toyota,bZ4X,818000000,329,Tidak
2023,Jawa Timur,Sidoarjo,Motor Listrik (R2),Volta,401,45000000,64,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),BYD,M6,459000000,424,Tidak
2024,Jawa Barat,Bogor,Mobil Listrik (R4),Wuling,Air EV,327000000,234,Ya
2022,Jawa Barat,Bogor,Motor Listrik (R2),Alva,Cervo,36000000,129,Ya
2023,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Selis,E-Max,43000000,113,Tidak
2024,Jawa Barat,Depok,Motor Listrik (R2),Honda,EM1 e:,34000000,112,Ya
2025,Jawa Timur,Lainnya,Motor Listrik (R2),Polytron,Fox S,21000000,116,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Ioniq 5,1137000000,442,Ya
2024,DKI Jakarta,Jakarta Pusat,Bus/Komersil (EV),VKTR,MD12,4115000000,232,Tidak
2023,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox S,23000000,84,Ya
2024,Jawa Barat,Lainnya,Motor Listrik (R2),Polytron,Fox S,17000000,87,Ya
2023,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Polytron,Fox R,40000000,102,Tidak
2023,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Chery,Omoda E5,978000000,352,Tidak
2025,Lainnya,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,33000000,87,Ya
2025,Banten,Lainnya,Motor Listrik (R2),Honda,EM1 e:,25000000,78,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Polytron,Fox S,42000000,78,Ya
2024,Jawa Barat,Bandung,Motor Listrik (R2),Selis,Agats,40000000,82,Tidak
2023,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Toyota,bZ4X,534000000,303,Tidak
2025,Jawa Timur,Surabaya,Motor Listrik (R2),Honda,EM1 e:,33000000,101,Ya
2022,Jawa Barat,Bogor,Motor Listrik (R2),Volta,Mandala,16000000,76,Ya
2023,Jawa Timur,Lainnya,Motor Listrik (R2),Selis,E-Max,38000000,68,Ya
2023,Banten,Tangerang Selatan,Motor Listrik (R2),Alva,Cervo,31000000,73,Tidak
2024,Jawa Barat,Lainnya,Motor Listrik (R2),Selis,E-Max,45000000,65,Tidak
2023,Banten,Tangerang,Motor Listrik (R2),Gesits,Raya,35000000,63,Ya
2025,Jawa Timur,Lainnya,Motor Listrik (R2),Alva,Cervo,28000000,73,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Chery,Omoda E5,475000000,320,Tidak
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Gesits,G1,17000000,76,Ya
2025,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Chery,Omoda E5,790000000,435,Tidak
2021,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,18000000,74,Ya
2023,Jawa Timur,Malang,Motor Listrik (R2),Honda,EM1 e:,28000000,117,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,41000000,118,Ya
2023,Banten,Tangerang Selatan,Mobil Listrik (R4),Hyundai,Ioniq 6,912000000,374,Ya
2023,Banten,Tangerang Selatan,Motor Listrik (R2),Alva,Cervo,36000000,92,Tidak
2022,Jawa Timur,Surabaya,Motor Listrik (R2),Volta,Virgo,44000000,120,Tidak
2023,Banten,Tangerang Selatan,Mobil Listrik (R4),Wuling,Air EV,211000000,223,Ya
2025,Banten,Lainnya,Motor Listrik (R2),Polytron,Fox S,40000000,76,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Polytron,Fox S,36000000,75,Ya
2024,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Toyota,bZ4X,833000000,313,Tidak
2025,Jawa Timur,Malang,Motor Listrik (R2),Selis,Agats,26000000,73,Ya
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Volta,Virgo,30000000,88,Ya
2024,Jawa Timur,Sidoarjo,Mobil Listrik (R4),Hyundai,Ioniq 6,1132000000,492,Ya
2023,Lainnya,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox S,33000000,88,Ya
2023,Jawa Timur,Surabaya,Mobil Listrik (R4),Wuling,BinguoEV,333000000,396,Ya
2022,Banten,Tangerang Selatan,Motor Listrik (R2),Selis,Agats,15000000,83,Ya
2023,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,44000000,103,Ya
2025,Jawa Barat,Lainnya,Motor Listrik (R2),Gesits,G1,20000000,78,Ya
2023,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Hyundai,Kona Electric,905000000,367,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Yadea,T9,17000000,127,Ya
2021,Banten,Tangerang,Motor Listrik (R2),Alva,Cervo,29000000,103,Ya
2025,Jawa Barat,Depok,Mobil Listrik (R4),Wuling,BinguoEV,269000000,384,Ya
2025,Jawa Timur,Malang,Mobil Listrik (R4),Chery,Omoda E5,453000000,339,Tidak
2025,Banten,Tangerang Selatan,Motor Listrik (R2),Honda,EM1 e:,36000000,70,Ya
2025,Banten,Tangerang Selatan,Mobil Listrik (R4),Hyundai,Ioniq 6,1038000000,458,Ya
2022,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Hyundai,Kona Electric,926000000,456,Tidak
2023,Jawa Barat,Bogor,Motor Listrik (R2),Volta,Virgo,18000000,104,Ya
2024,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,Air EV,262000000,373,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Alva,Cervo,16000000,88,Ya
2023,Jawa Barat,Depok,Motor Listrik (R2),Selis,E-Max,15000000,86,Ya
2023,Banten,Tangerang Selatan,Mobil Listrik (R4),BYD,Atto 3,470000000,595,Tidak
2021,Jawa Barat,Bogor,Motor Listrik (R2),Gesits,Raya,18000000,60,Ya
2023,DI Yogyakarta,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,20000000,76,Ya
2024,Banten,Lainnya,Mobil Listrik (R4),Hyundai,Ioniq 6,972000000,408,Ya
2020,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Selis,Agats,17000000,110,Ya
2022,Jawa Barat,Depok,Motor Listrik (R2),Alva,One,29000000,69,Ya
2022,Jawa Barat,Bogor,Motor Listrik (R2),Selis,Agats,33000000,111,Ya
2024,Jawa Timur,Sidoarjo,Motor Listrik (R2),Gesits,G1,27000000,62,Ya
2023,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Volta,Virgo,29000000,106,Ya
2024,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Wuling,BinguoEV,217000000,262,Ya
2024,Banten,Tangerang Selatan,Mobil Listrik (R4),BYD,M6,668000000,420,Tidak
2025,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Wuling,BinguoEV,380000000,286,Ya
2025,Jawa Barat,Bandung,Mobil Listrik (R4),Hyundai,Ioniq 6,1098000000,393,Ya
2024,Jawa Barat,Lainnya,Mobil Listrik (R4),Wuling,Cloud EV,352000000,229,Ya
2022,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Selis,E-Max,43000000,104,Tidak
2023,Sulawesi Selatan,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,T9,22000000,73,Ya
2023,Jawa Timur,Malang,Motor Listrik (R2),Volta,Mandala,21000000,82,Ya
2024,Jawa Barat,Bogor,Mobil Listrik (R4),Wuling,Cloud EV,209000000,245,Ya
2025,Sulawesi Selatan,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,36000000,101,Ya
2024,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Honda,EM1 e:,19000000,116,Ya
2023,Jawa Barat,Depok,Mobil Listrik (R4),BYD,M6,626000000,561,Tidak
2024,Jawa Barat,Depok,Motor Listrik (R2),Honda,EM1 e:,33000000,67,Ya
2025,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Hyundai,Kona Electric,737000000,429,Ya
2024,Jawa Timur,Sidoarjo,Motor Listrik (R2),Alva,One,16000000,107,Ya
2025,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox R,34000000,124,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,33000000,130,Ya
2024,Jawa Timur,Sidoarjo,Motor Listrik (R2),Honda,EM1 e:,29000000,84,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,Agats,31000000,79,Ya
2025,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Hyundai,Ioniq 5,930000000,376,Ya
2023,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,T9,31000000,82,Ya
2023,Jawa Barat,Bogor,Motor Listrik (R2),Polytron,Fox R,37000000,116,Ya
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Selis,E-Max,26000000,107,Ya
2023,Jawa Timur,Surabaya,Motor Listrik (R2),Alva,Cervo,39000000,103,Tidak
2024,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Honda,EM1 e:,17000000,102,Ya
2023,Jawa Barat,Lainnya,Motor Listrik (R2),Selis,Agats,24000000,92,Ya
2025,Jawa Barat,Lainnya,Motor Listrik (R2),Honda,EM1 e:,25000000,70,Ya
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Yadea,T9,44000000,104,Ya
2021,Jawa Timur,Sidoarjo,Motor Listrik (R2),Yadea,E8s Pro,19000000,70,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Kona Electric,892000000,434,Ya
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Honda,EM1 e:,36000000,127,Ya
2022,Jawa Barat,Lainnya,Mobil Listrik (R4),Wuling,Cloud EV,361000000,308,Tidak
2022,Jawa Barat,Depok,Mobil Listrik (R4),Wuling,BinguoEV,194000000,292,Tidak
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Volta,401,25000000,122,Ya
2025,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,401,19000000,69,Ya
2025,Banten,Lainnya,Mobil Listrik (R4),Hyundai,Ioniq 6,1132000000,375,Ya
2024,Jawa Barat,Lainnya,Motor Listrik (R2),Honda,EM1 e:,36000000,103,Ya
2021,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Wuling,Air EV,342000000,296,Tidak
2024,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,401,41000000,81,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,16000000,112,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),BYD,Dolphin,746000000,584,Tidak
2024,Banten,Lainnya,Mobil Listrik (R4),Hyundai,Ioniq 5,1196000000,463,Ya
2021,Bali,Kota/Kabupaten Lain,Mobil Listrik (R4),BYD,Dolphin,629000000,459,Tidak
2023,Banten,Tangerang,Motor Listrik (R2),Selis,E-Max,24000000,120,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Gesits,Raya,29000000,96,Ya
2025,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Hyundai,Kona Electric,970000000,457,Ya
2025,Jawa Timur,Sidoarjo,Motor Listrik (R2),Honda,EM1 e:,40000000,77,Tidak
2025,Jawa Barat,Lainnya,Motor Listrik (R2),Polytron,Fox S,42000000,107,Ya
2025,Jawa Timur,Surabaya,Mobil Listrik (R4),Hyundai,Ioniq 5,1064000000,482,Ya
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Gesits,G1,39000000,80,Ya
2023,Jawa Barat,Bandung,Motor Listrik (R2),Alva,One,41000000,115,Ya
2023,Jawa Barat,Bandung,Motor Listrik (R2),Volta,Mandala,43000000,104,Ya
2023,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Alva,One,27000000,124,Ya
2024,Banten,Tangerang,Motor Listrik (R2),Volta,Mandala,17000000,107,Ya
2023,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox S,44000000,72,Ya
2021,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Honda,EM1 e:,40000000,78,Ya
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Polytron,Fox S,44000000,120,Tidak
2025,Banten,Lainnya,Mobil Listrik (R4),Wuling,Cloud EV,310000000,314,Ya
2023,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Polytron,Fox R,15000000,92,Ya
2025,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,Air EV,330000000,386,Ya
2025,Jawa Barat,Bekasi,Motor Listrik (R2),Selis,Agats,18000000,96,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Gesits,G1,16000000,90,Ya
2023,Jawa Timur,Lainnya,Motor Listrik (R2),Yadea,E8s Pro,17000000,74,Ya
2023,Banten,Lainnya,Mobil Listrik (R4),Wuling,Cloud EV,327000000,204,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Selis,E-Max,37000000,78,Ya
2023,Jawa Barat,Depok,Mobil Listrik (R4),Wuling,BinguoEV,190000000,357,Ya
2024,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Hyundai,Ioniq 5,992000000,456,Ya
2025,Jawa Barat,Bandung,Motor Listrik (R2),Yadea,T9,31000000,106,Ya
2025,Banten,Tangerang,Mobil Listrik (R4),Chery,Omoda E5,799000000,420,Tidak
2023,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Yadea,E8s Pro,26000000,92,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Ioniq 6,1103000000,367,Ya
2023,Jawa Timur,Sidoarjo,Motor Listrik (R2),Gesits,G1,38000000,73,Tidak
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Volta,401,26000000,129,Ya
2024,Jawa Barat,Bogor,Motor Listrik (R2),Honda,EM1 e:,41000000,119,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,T9,40000000,77,Ya
2021,Banten,Tangerang,Motor Listrik (R2),Polytron,Fox S,16000000,97,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Polytron,Fox R,43000000,65,Ya
2024,DI Yogyakarta,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,Raya,41000000,129,Ya
2024,Jawa Barat,Bekasi,Mobil Listrik (R4),BYD,M6,529000000,409,Tidak
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Gesits,Raya,42000000,66,Tidak
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Gesits,G1,40000000,107,Ya
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Alva,Cervo,43000000,109,Ya
2023,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Volta,Mandala,37000000,123,Ya
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Honda,EM1 e:,40000000,70,Tidak
2024,Jawa Barat,Lainnya,Motor Listrik (R2),Polytron,Fox S,34000000,83,Ya
2024,Lainnya,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,Raya,18000000,70,Ya
2024,Jawa Timur,Lainnya,Motor Listrik (R2),Gesits,Raya,24000000,117,Ya
2022,Jawa Barat,Depok,Mobil Listrik (R4),Wuling,Air EV,366000000,313,Tidak
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Alva,One,38000000,105,Ya
2024,Jawa Timur,Surabaya,Motor Listrik (R2),Alva,Cervo,35000000,67,Ya
2025,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,26000000,125,Ya
2023,DKI Jakarta,Jakarta Barat,Bus/Komersil (EV),MAB,MD12E NF,4951000000,153,Tidak
2025,Jawa Barat,Bandung,Mobil Listrik (R4),Hyundai,Kona Electric,1047000000,462,Ya
2024,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Wuling,Air EV,207000000,260,Ya
2025,Jawa Timur,Surabaya,Mobil Listrik (R4),Wuling,BinguoEV,288000000,345,Ya
2023,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Selis,E-Max,36000000,117,Ya
2025,Jawa Barat,Lainnya,Motor Listrik (R2),Gesits,Raya,39000000,69,Ya
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Volta,Virgo,26000000,110,Ya
2025,Jawa Barat,Bandung,Bus/Komersil (EV),MAB,MD12E NF,3511000000,164,Tidak
2025,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,Cloud EV,237000000,327,Ya
2025,Jawa Barat,Depok,Mobil Listrik (R4),Chery,Omoda E5,975000000,330,Tidak
2025,Jawa Timur,Malang,Motor Listrik (R2),Honda,EM1 e:,37000000,117,Ya
2024,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Wuling,Cloud EV,263000000,377,Ya
2025,Banten,Tangerang,Mobil Listrik (R4),Wuling,Air EV,221000000,234,Ya
2025,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,One,43000000,116,Ya
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Polytron,Fox S,36000000,104,Ya
2022,Jawa Barat,Bekasi,Motor Listrik (R2),Selis,Agats,43000000,98,Ya
2022,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,T9,40000000,106,Tidak
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Selis,E-Max,18000000,85,Ya
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Volta,Mandala,15000000,106,Ya
2023,Banten,Tangerang,Motor Listrik (R2),Selis,Agats,29000000,130,Ya
2023,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Hyundai,Kona Electric,1152000000,372,Ya
2022,Lainnya,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,Raya,37000000,121,Ya
2025,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Selis,Agats,39000000,112,Ya
2023,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Wuling,Air EV,222000000,281,Ya
2024,Lainnya,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Ioniq 6,938000000,482,Ya
2023,Banten,Lainnya,Motor Listrik (R2),Gesits,G1,43000000,130,Ya
2022,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,E-Max,39000000,76,Ya
2023,Jawa Barat,Bandung,Mobil Listrik (R4),BYD,M6,657000000,414,Tidak
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Selis,E-Max,24000000,81,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Gesits,G1,26000000,126,Ya
2025,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Honda,EM1 e:,23000000,85,Ya
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Gesits,G1,35000000,98,Tidak
2025,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,E-Max,31000000,81,Ya
2024,Jawa Barat,Bekasi,Mobil Listrik (R4),Wuling,Cloud EV,338000000,239,Ya
2024,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Yadea,E8s Pro,41000000,65,Tidak
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Polytron,Fox R,45000000,93,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),BYD,M6,716000000,563,Tidak
2023,Banten,Tangerang Selatan,Motor Listrik (R2),Polytron,Fox S,43000000,129,Ya
2025,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Hyundai,Kona Electric,1189000000,427,Ya
2024,Banten,Tangerang Selatan,Mobil Listrik (R4),Hyundai,Ioniq 5,1112000000,453,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Alva,One,37000000,67,Ya
2024,Jawa Barat,Bogor,Mobil Listrik (R4),Wuling,BinguoEV,296000000,323,Ya
2022,Banten,Tangerang Selatan,Motor Listrik (R2),Volta,Mandala,34000000,78,Ya
2021,Sumatera Utara,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Kona Electric,863000000,438,Tidak
2023,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),BYD,M6,466000000,594,Tidak
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Selis,E-Max,25000000,90,Ya
2024,Jawa Timur,Malang,Motor Listrik (R2),Polytron,Fox S,29000000,91,Ya
2021,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Wuling,Air EV,202000000,274,Tidak
2025,Banten,Tangerang Selatan,Motor Listrik (R2),Honda,EM1 e:,22000000,80,Ya
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Selis,Agats,21000000,80,Ya
2025,Banten,Tangerang Selatan,Motor Listrik (R2),Selis,Agats,30000000,99,Ya
2025,Jawa Timur,Lainnya,Motor Listrik (R2),Polytron,Fox R,45000000,110,Tidak
2024,Jawa Barat,Depok,Mobil Listrik (R4),Chery,Omoda E5,620000000,449,Tidak
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Polytron,Fox R,24000000,123,Ya
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Honda,EM1 e:,24000000,128,Ya
2024,Jawa Barat,Depok,Motor Listrik (R2),Honda,EM1 e:,28000000,77,Ya
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Yadea,E8s Pro,39000000,111,Ya
2025,Banten,Tangerang Selatan,Motor Listrik (R2),Polytron,Fox S,16000000,84,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),MG,MG ZS EV,475000000,398,Tidak
2023,Jawa Timur,Sidoarjo,Motor Listrik (R2),Selis,Agats,39000000,130,Tidak
2024,Jawa Timur,Lainnya,Motor Listrik (R2),Honda,EM1 e:,19000000,72,Ya
2023,Jawa Barat,Depok,Mobil Listrik (R4),MG,MG ZS EV,747000000,442,Tidak
2021,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Honda,EM1 e:,21000000,125,Ya
2024,Jawa Timur,Malang,Motor Listrik (R2),Selis,E-Max,16000000,64,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Kona Electric,870000000,471,Ya
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Selis,Agats,19000000,125,Ya
2024,Banten,Tangerang,Mobil Listrik (R4),Hyundai,Ioniq 6,1176000000,431,Ya
2025,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Alva,Cervo,33000000,103,Ya
2023,Jawa Timur,Sidoarjo,Bus/Komersil (EV),MAB,MD12E NF,4451000000,222,Tidak
2022,Jawa Barat,Depok,Mobil Listrik (R4),Wuling,BinguoEV,398000000,204,Tidak
2024,Jawa Timur,Surabaya,Motor Listrik (R2),Gesits,G1,28000000,99,Ya
2023,Jawa Barat,Lainnya,Mobil Listrik (R4),Hyundai,Kona Electric,942000000,417,Ya
2020,Jawa Timur,Lainnya,Motor Listrik (R2),Selis,E-Max,38000000,66,Tidak
2023,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,Virgo,35000000,108,Ya
2022,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Toyota,bZ4X,648000000,308,Tidak
2023,Jawa Barat,Bogor,Mobil Listrik (R4),Chery,Omoda E5,595000000,304,Tidak
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Gesits,Raya,19000000,112,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Alva,Cervo,42000000,67,Ya
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Selis,E-Max,32000000,101,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Selis,Agats,25000000,82,Ya
2024,Jawa Barat,Depok,Motor Listrik (R2),Selis,Agats,32000000,105,Ya
2025,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Hyundai,Kona Electric,947000000,399,Ya
2022,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Gesits,Raya,22000000,98,Ya
2025,Banten,Tangerang Selatan,Mobil Listrik (R4),Hyundai,Kona Electric,806000000,475,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Alva,Cervo,32000000,95,Ya
2022,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Polytron,Fox S,43000000,110,Tidak
2025,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,24000000,65,Ya
2024,Banten,Tangerang Selatan,Mobil Listrik (R4),Wuling,BinguoEV,372000000,220,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,38000000,121,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Volta,401,41000000,128,Ya
2021,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Wuling,Cloud EV,368000000,269,Tidak
2024,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,Air EV,347000000,389,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,Air EV,252000000,212,Ya
2025,Jawa Barat,Bandung,Motor Listrik (R2),Yadea,T9,35000000,89,Ya
2022,Jawa Timur,Surabaya,Motor Listrik (R2),Polytron,Fox S,25000000,120,Ya
2024,Jawa Timur,Surabaya,Mobil Listrik (R4),Wuling,Cloud EV,387000000,235,Ya
2024,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),BYD,Atto 3,608000000,567,Tidak
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Alva,One,39000000,96,Ya
2023,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Wuling,BinguoEV,355000000,215,Ya
